SaleID,DateTime,DrugID,DrugName,DrugClass,Price,ExpDate,Quantity,TotalSales
12005943,02-04-2023 12:07,D0080,Carvedilol,Antifungal,176,2023-06,4,704
12005944,02-04-2023 12:08,D0091,Ranitidine,Diabetes,185,2023-10,3,555
12005944,02-04-2023 12:08,D0085,Pantoprazole,Immunosuppressant,50,2023-05,1,50
12005944,02-04-2023 12:08,D0010,Tramadol,Oncology,43,2023-10,6,258
12005945,02-04-2023 12:09,D0080,Carvedilol,Antifungal,176,2024-02,10,1760
12005945,02-04-2023 12:09,D0088,Fluoxetine,Antihistamine,56,2023-12,6,336
12005945,02-04-2023 12:09,D0085,Pantoprazole,Immunosuppressant,50,2023-06,9,450
12005946,02-04-2023 12:10,D0026,Senna,Immunosuppressant,46,2023-06,9,414
12005947,02-04-2023 12:11,D0015,Cyclobenzaprine,Immunosuppressant,138,2024-02,4,552
12005947,02-04-2023 12:11,D0003,Glipizide,Dermatological,97,2024-01,1,97
12005947,02-04-2023 12:11,D0030,Montelukast,Dermatological,93,2024-01,7,651
12005948,02-04-2023 12:12,D0062,Prednisone,Antihistamine,75,2023-07,4,300
12005948,02-04-2023 12:12,D0056,Lactulose,Hormonal,184,2024-02,6,1104
12005948,02-04-2023 12:12,D0048,Citalopram,Immunosuppressant,187,2023-07,2,374
12005949,02-04-2023 12:13,D0019,Warfarin,Antibiotic,28,2024-01,8,224
12005949,02-04-2023 12:13,D0023,Nitroglycerin,Oncology,144,2023-09,10,1440
12005949,02-04-2023 12:13,D0004,Duloxetine,Neurological,156,2024-02,9,1404
12005950,02-04-2023 12:14,D0019,Amiodarone,Psychotropic,127,2023-09,8,1016
12005951,02-04-2023 12:15,D0051,Ciprofloxacin,Psychotropic,106,2023-11,4,424
12005951,02-04-2023 12:15,D0095,Valsartan,Oncology,44,2023-05,9,396
12005951,02-04-2023 12:15,D0085,Pantoprazole,Immunosuppressant,50,2023-11,7,350
12005952,02-04-2023 12:16,D0047,Ezetimibe,Psychotropic,140,2023-10,3,420
12005952,02-04-2023 12:16,D0003,Glipizide,Dermatological,97,2023-10,8,776
12005952,02-04-2023 12:16,D0057,Nizatidine,Cardiovascular,50,2023-07,8,400
12005952,02-04-2023 12:16,D0099,Omeprazole,Psychotropic,116,2023-05,8,928
12005952,02-04-2023 12:16,D0033,Cetirizine,Respiratory,193,2023-11,6,1158
12005953,02-04-2023 12:17,D0076,Enalapril,Antiviral,112,2024-01,8,896
12005953,02-04-2023 12:17,D0018,Simvastatin,Respiratory,124,2024-03,8,992
12005954,02-04-2023 12:18,D0085,Pantoprazole,Immunosuppressant,50,2023-08,6,300
12005955,02-04-2023 12:19,D0029,Oxycodone,Cardiovascular,87,2023-08,7,609
12005956,02-04-2023 12:20,D0071,Fenofibrate,Hormonal,115,2023-09,7,805
12005957,02-04-2023 12:21,D0021,Atorvastatin,Immunosuppressant,70,2023-05,6,420
12005957,02-04-2023 12:21,D0073,Doxycycline,Cardiovascular,188,2023-12,1,188
12005957,02-04-2023 12:21,D0098,Tamsulosin,Oncology,122,2023-09,10,1220
12005957,02-04-2023 12:21,D0006,Escitalopram,Diabetes,110,2023-09,2,220
12005957,02-04-2023 12:21,D0034,Naproxen,Respiratory,50,2023-05,8,400
12005958,02-04-2023 12:22,D0095,Tiagabine,Respiratory,96,2023-09,5,480
12005958,02-04-2023 12:22,D0093,Docusate,Neurological,70,2024-03,8,560
12005958,02-04-2023 12:22,D0069,Linagliptin,Diabetes,78,2023-08,3,234
12005958,02-04-2023 12:22,D0092,Timolol,Respiratory,169,2023-07,2,338
12005958,02-04-2023 12:22,D0093,Galantamine,Immunosuppressant,165,2024-02,8,1320
12005959,02-04-2023 12:23,D0010,Pravastatin,Dermatological,62,2024-02,4,248
12005959,02-04-2023 12:23,D0029,Nebivolol,Immunosuppressant,79,2023-06,10,790
12005959,02-04-2023 12:23,D0093,Galantamine,Immunosuppressant,165,2023-06,3,495
12005960,02-04-2023 12:24,D0070,Sildenafil,Hormonal,39,2023-07,8,312
12005960,02-04-2023 12:24,D0047,Ezetimibe,Psychotropic,140,2023-06,4,560
12005961,02-04-2023 12:25,D0030,Allopurinol,Gastrointestinal,123,2024-03,2,246
12005962,02-04-2023 12:26,D0062,Prednisone,Antihistamine,75,2024-02,5,375
12005962,02-04-2023 12:26,D0081,Propranolol,Gastrointestinal,140,2023-09,10,1400
12005963,02-04-2023 12:27,D0099,Omeprazole,Psychotropic,116,2023-07,1,116
12005963,02-04-2023 12:27,D0029,Nebivolol,Immunosuppressant,79,2023-11,10,790
12005964,02-04-2023 12:28,D0021,Atorvastatin,Immunosuppressant,70,2023-06,4,280
12005964,02-04-2023 12:28,D0050,Lansoprazole,Analgesic,34,2023-08,7,238
12005964,02-04-2023 12:28,D0033,Levothyroxine,Oncology,31,2024-02,9,279
12005964,02-04-2023 12:28,D0004,Duloxetine,Neurological,156,2023-05,8,1248
12005964,02-04-2023 12:28,D0001,Amlodipine,Antiviral,160,2023-11,6,960
12005965,02-04-2023 12:29,D0064,Azithromycin,Psychotropic,191,2024-01,4,764
12005965,02-04-2023 12:29,D0093,Docusate,Neurological,70,2023-11,10,700
12005965,02-04-2023 12:29,D0092,Timolol,Respiratory,169,2023-07,8,1352
12005965,02-04-2023 12:29,D0083,Acetaminophen,Neurological,75,2023-12,8,600
12005965,02-04-2023 12:29,D0100,Sitagliptin,Psychotropic,194,2023-06,5,970
12005966,02-04-2023 12:30,D0010,Tramadol,Oncology,43,2023-12,3,129
12005966,02-04-2023 12:30,D0061,Fexofenadine,Hormonal,54,2023-10,4,216
12005966,02-04-2023 12:30,D0057,Nizatidine,Cardiovascular,50,2024-03,1,50
12005966,02-04-2023 12:30,D0010,Pravastatin,Dermatological,62,2024-03,3,186
12005966,02-04-2023 12:30,D0085,Pantoprazole,Immunosuppressant,50,2024-02,1,50
12005967,02-04-2023 12:31,D0063,Selegiline,Neurological,82,2024-02,2,164
12005968,02-04-2023 12:32,D0099,Omeprazole,Psychotropic,116,2023-09,8,928
12005968,02-04-2023 12:32,D0080,Carvedilol,Antifungal,176,2023-05,3,528
12005968,02-04-2023 12:32,D0029,Oxycodone,Cardiovascular,87,2023-11,1,87
12005969,02-04-2023 12:33,D0021,Atorvastatin,Immunosuppressant,70,2023-08,6,420
12005969,02-04-2023 12:33,D0058,Losartan,Psychotropic,126,2023-07,10,1260
12005969,02-04-2023 12:33,D0099,Omeprazole,Psychotropic,116,2024-03,5,580
12005969,02-04-2023 12:33,D0092,Timolol,Respiratory,169,2024-02,3,507
12005970,02-04-2023 12:34,D0010,Tramadol,Oncology,43,2023-11,9,387
12005971,02-04-2023 12:35,D0093,Lisinopril,Antiviral,164,2023-07,8,1312
12005971,02-04-2023 12:35,D0058,Losartan,Psychotropic,126,2023-11,4,504
12005972,02-04-2023 12:36,D0067,Clindamycin,Respiratory,189,2023-11,6,1134
12005972,02-04-2023 12:36,D0059,Sertraline,Diabetes,200,2023-08,4,800
12005972,02-04-2023 12:36,D0024,Irbesartan,Immunosuppressant,102,2023-05,10,1020
12005972,02-04-2023 12:36,D0021,Clopidogrel,Antiviral,78,2023-11,5,390
12005973,02-04-2023 12:37,D0018,Simvastatin,Respiratory,124,2023-05,7,868
12005973,02-04-2023 12:37,D0056,Zolpidem,Antifungal,122,2023-08,5,610
12005973,02-04-2023 12:37,D0030,Allopurinol,Gastrointestinal,123,2023-10,7,861
12005974,02-04-2023 12:38,D0062,Prednisone,Antihistamine,75,2024-03,7,525
12005974,02-04-2023 12:38,D0049,Metoprolol,Diabetes,66,2023-12,1,66
12005974,02-04-2023 12:38,D0093,Lisinopril,Antiviral,164,2024-01,5,820
12005974,02-04-2023 12:38,D0073,Quetiapine,Oncology,41,2024-03,5,205
12005974,02-04-2023 12:38,D0029,Oxycodone,Cardiovascular,87,2023-06,4,348
12005975,02-04-2023 12:39,D0042,Saxagliptin,Antibiotic,189,2024-02,9,1701
12005975,02-04-2023 12:39,D0068,Aripiprazole,Hormonal,183,2023-09,2,366
12005975,02-04-2023 12:39,D0012,Ibuprofen,Gastrointestinal,84,2023-06,7,588
12005975,02-04-2023 12:39,D0057,Nizatidine,Cardiovascular,50,2023-12,6,300
12005975,02-04-2023 12:39,D0049,Metoprolol,Diabetes,66,2023-07,10,660
12005976,02-04-2023 12:40,D0010,Tramadol,Oncology,43,2024-03,10,430
12005976,02-04-2023 12:40,D0052,Cephalexin,Antibiotic,64,2023-10,8,512
12005976,02-04-2023 12:40,D0004,Duloxetine,Neurological,156,2024-03,5,780
12005976,02-04-2023 12:40,D0021,Clopidogrel,Antiviral,78,2024-03,10,780
12005976,02-04-2023 12:40,D0075,Diclofenac,Neurological,148,2023-07,2,296
12005977,02-04-2023 12:41,D0091,Metformin,Analgesic,56,2024-03,3,168
12005977,02-04-2023 12:41,D0100,Sitagliptin,Psychotropic,194,2024-02,3,582
12005978,02-04-2023 12:42,D0008,Levofloxacin,Analgesic,150,2023-09,8,1200
12005978,02-04-2023 12:42,D0030,Montelukast,Dermatological,93,2023-07,4,372
12005978,02-04-2023 12:42,D0048,Citalopram,Immunosuppressant,187,2023-05,7,1309
12005978,02-04-2023 12:42,D0029,Oxycodone,Cardiovascular,87,2023-09,9,783
12005979,02-04-2023 12:43,D0081,Propranolol,Gastrointestinal,140,2023-11,9,1260
12005979,02-04-2023 12:43,D0076,Enalapril,Antiviral,112,2024-03,9,1008
12005979,02-04-2023 12:43,D0029,Alprazolam,Analgesic,141,2024-03,4,564
12005979,02-04-2023 12:43,D0050,Lansoprazole,Analgesic,34,2023-09,1,34
12005980,02-04-2023 12:44,D0049,Metoprolol,Diabetes,66,2023-05,3,198
12005980,02-04-2023 12:44,D0028,Dorzolamide,Immunosuppressant,28,2024-02,8,224
12005980,02-04-2023 12:44,D0085,Rivastigmine,Hormonal,72,2024-01,9,648
12005980,02-04-2023 12:44,D0092,Timolol,Respiratory,169,2023-10,4,676
12005981,02-04-2023 12:45,D0048,Citalopram,Immunosuppressant,187,2023-06,7,1309
12005981,02-04-2023 12:45,D0051,Ciprofloxacin,Psychotropic,106,2023-07,10,1060
12005981,02-04-2023 12:45,D0019,Warfarin,Antibiotic,28,2024-01,5,140
12005981,02-04-2023 12:45,D0023,Nitroglycerin,Oncology,144,2023-09,5,720
12005981,02-04-2023 12:45,D0029,Meloxicam,Antifungal,128,2023-07,3,384
12005982,02-04-2023 12:46,D0099,Omeprazole,Psychotropic,116,2024-02,3,348
12005982,02-04-2023 12:46,D0024,Lubiprostone,Gastrointestinal,27,2023-11,7,189
12005982,02-04-2023 12:46,D0019,Warfarin,Antibiotic,28,2023-08,6,168
12005982,02-04-2023 12:46,D0088,Bupropion,Respiratory,27,2023-11,9,243
12005982,02-04-2023 12:46,D0033,Mirtazapine,Antiviral,158,2023-06,1,158
12005983,02-04-2023 12:47,D0024,Irbesartan,Immunosuppressant,102,2024-03,8,816
12005983,02-04-2023 12:47,D0010,Tramadol,Oncology,43,2023-05,9,387
12005983,02-04-2023 12:47,D0092,Timolol,Respiratory,169,2024-03,6,1014
12005984,02-04-2023 12:48,D0099,Omeprazole,Psychotropic,116,2024-03,9,1044
12005985,02-04-2023 12:49,D0063,Selegiline,Neurological,82,2024-03,3,246
12005986,02-04-2023 12:50,D0081,Propranolol,Gastrointestinal,140,2023-07,7,980
12005986,02-04-2023 12:50,D0033,Cetirizine,Respiratory,193,2023-07,7,1351
12005987,02-04-2023 12:51,D0004,Duloxetine,Neurological,156,2023-12,8,1248
12005987,02-04-2023 12:51,D0033,Cetirizine,Respiratory,193,2023-08,4,772
12005987,02-04-2023 12:51,D0030,Montelukast,Dermatological,93,2024-02,1,93
12005987,02-04-2023 12:51,D0008,Levofloxacin,Analgesic,150,2023-11,8,1200
12005987,02-04-2023 12:51,D0095,Tiagabine,Respiratory,96,2023-09,10,960
12005988,02-04-2023 12:52,D0083,Gabapentin,Analgesic,170,2023-05,10,1700
12005989,02-04-2023 12:53,D0001,Amlodipine,Antiviral,160,2023-07,10,1600
12005989,02-04-2023 12:53,D0003,Glipizide,Dermatological,97,2024-02,7,679
12005989,02-04-2023 12:53,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-12,2,328
12005990,02-04-2023 12:54,D0032,Esomeprazole,Gastrointestinal,138,2023-12,5,690
12005991,02-04-2023 12:55,D0092,Timolol,Respiratory,169,2023-10,3,507
12005991,02-04-2023 12:55,D0081,Propranolol,Gastrointestinal,140,2024-01,10,1400
12005991,02-04-2023 12:55,D0010,Tramadol,Oncology,43,2024-03,10,430
12005992,02-04-2023 12:56,D0098,Tamsulosin,Oncology,122,2023-06,8,976
12005992,02-04-2023 12:56,D0079,Bisacodyl,Oncology,84,2023-11,2,168
12005992,02-04-2023 12:56,D0058,Losartan,Psychotropic,126,2024-03,8,1008
12005993,02-04-2023 12:57,D0064,Azithromycin,Psychotropic,191,2023-09,5,955
12005993,02-04-2023 12:57,D0029,Oxycodone,Cardiovascular,87,2023-12,6,522
12005993,02-04-2023 12:57,D0063,Selegiline,Neurological,82,2023-07,9,738
12005993,02-04-2023 12:57,D0083,Gabapentin,Analgesic,170,2024-03,5,850
12005993,02-04-2023 12:57,D0083,Pioglitazone,Diabetes,129,2023-06,9,1161
12005994,02-04-2023 12:58,D0093,Galantamine,Immunosuppressant,165,2024-02,2,330
12005994,02-04-2023 12:58,D0032,Esomeprazole,Gastrointestinal,138,2023-06,5,690
12005994,02-04-2023 12:58,D0033,Cetirizine,Respiratory,193,2024-01,7,1351
12005994,02-04-2023 12:58,D0006,Escitalopram,Diabetes,110,2023-11,10,1100
12005994,02-04-2023 12:58,D0021,Clopidogrel,Antiviral,78,2024-03,7,546
12005995,02-04-2023 12:59,D0030,Allopurinol,Gastrointestinal,123,2024-01,3,369
12005995,02-04-2023 12:59,D0061,Fexofenadine,Hormonal,54,2024-01,2,108
12005995,02-04-2023 12:59,D0093,Docusate,Neurological,70,2023-08,3,210
12005995,02-04-2023 12:59,D0095,Valsartan,Oncology,44,2023-05,6,264
12005995,02-04-2023 12:59,D0075,Risperidone,Antibiotic,129,2023-07,8,1032
12005996,02-04-2023 13:00,D0029,Meloxicam,Antifungal,128,2023-07,4,512
12005996,02-04-2023 13:00,D0015,Cyclobenzaprine,Immunosuppressant,138,2023-09,2,276
12005996,02-04-2023 13:00,D0049,Metoprolol,Diabetes,66,2023-05,10,660
12005996,02-04-2023 13:00,D0019,Warfarin,Antibiotic,28,2024-01,3,84
12005996,02-04-2023 13:00,D0073,Quetiapine,Oncology,41,2023-08,3,123
12005997,02-04-2023 13:01,D0017,Polyethylene Glycol,Diabetes,111,2024-01,1,111
12005998,02-04-2023 13:02,D0066,Latanoprost,Psychotropic,177,2023-12,9,1593
12005998,02-04-2023 13:02,D0018,Simvastatin,Respiratory,124,2023-10,7,868
12005998,02-04-2023 13:02,D0021,Atorvastatin,Immunosuppressant,70,2023-07,5,350
12005998,02-04-2023 13:02,D0024,Lubiprostone,Gastrointestinal,27,2023-08,6,162
12005999,02-04-2023 13:03,D0088,Bupropion,Respiratory,27,2023-12,3,81
12005999,02-04-2023 13:03,D0015,Cyclobenzaprine,Immunosuppressant,138,2023-07,3,414
12005999,02-04-2023 13:03,D0029,Oxycodone,Cardiovascular,87,2024-03,7,609
12006000,02-04-2023 13:04,D0030,Allopurinol,Gastrointestinal,123,2023-05,6,738
12006001,02-04-2023 13:05,D0034,Naproxen,Respiratory,50,2023-06,4,200
12006001,02-04-2023 13:05,D0004,Levetiracetam,Immunosuppressant,184,2023-08,3,552
12006002,02-04-2023 13:06,D0091,Ranitidine,Diabetes,185,2023-06,2,370
12006002,02-04-2023 13:06,D0063,Selegiline,Neurological,82,2024-01,4,328
12006002,02-04-2023 13:06,D0068,Aripiprazole,Hormonal,183,2024-01,9,1647
12006002,02-04-2023 13:06,D0095,Tiagabine,Respiratory,96,2023-07,7,672
12006002,02-04-2023 13:06,D0033,Cetirizine,Respiratory,193,2023-11,4,772
12006003,02-04-2023 13:07,D0029,Meloxicam,Antifungal,128,2024-01,1,128
12006003,02-04-2023 13:07,D0028,Dorzolamide,Immunosuppressant,28,2024-03,3,84
12006003,02-04-2023 13:07,D0093,Lisinopril,Antiviral,164,2023-10,7,1148
12006003,02-04-2023 13:07,D0071,Insulin Glargine,Dermatological,46,2023-08,1,46
12006003,02-04-2023 13:07,D0024,Lubiprostone,Gastrointestinal,27,2024-01,1,27
12006004,02-04-2023 13:08,D0021,Clopidogrel,Antiviral,78,2023-06,9,702
12006004,02-04-2023 13:08,D0064,Azithromycin,Psychotropic,191,2023-05,8,1528
12006004,02-04-2023 13:08,D0071,Insulin Glargine,Dermatological,46,2023-10,2,92
12006004,02-04-2023 13:08,D0059,Venlafaxine,Dermatological,58,2023-09,1,58
12006005,02-04-2023 13:09,D0028,Dorzolamide,Immunosuppressant,28,2024-01,7,196
12006006,02-04-2023 13:10,D0033,Mirtazapine,Antiviral,158,2023-05,6,948
12006006,02-04-2023 13:10,D0015,Cyclobenzaprine,Immunosuppressant,138,2023-05,8,1104
12006006,02-04-2023 13:10,D0083,Acetaminophen,Neurological,75,2023-09,9,675
12006007,02-04-2023 13:11,D0029,Oxycodone,Cardiovascular,87,2023-08,9,783
12006008,02-04-2023 13:12,D0088,Fluoxetine,Antihistamine,56,2024-03,5,280
12006009,02-04-2023 13:13,D0010,Pravastatin,Dermatological,62,2023-12,2,124
12006009,02-04-2023 13:13,D0021,Atorvastatin,Immunosuppressant,70,2023-08,10,700
12006010,02-04-2023 13:14,D0004,Duloxetine,Neurological,156,2024-01,10,1560
12006010,02-04-2023 13:14,D0095,Valsartan,Oncology,44,2023-07,4,176
12006010,02-04-2023 13:14,D0029,Alprazolam,Analgesic,141,2023-12,10,1410
12006011,02-04-2023 13:15,D0080,Carvedilol,Antifungal,176,2023-11,1,176
12006011,02-04-2023 13:15,D0018,Simvastatin,Respiratory,124,2023-09,10,1240
12006011,02-04-2023 13:15,D0012,Ibuprofen,Gastrointestinal,84,2023-07,5,420
12006011,02-04-2023 13:15,D0073,Quetiapine,Oncology,41,2023-08,5,205
12006012,02-04-2023 13:16,D0093,Docusate,Neurological,70,2023-11,4,280
12006012,02-04-2023 13:16,D0042,Saxagliptin,Antibiotic,189,2024-01,8,1512
12006012,02-04-2023 13:16,D0062,Prednisone,Antihistamine,75,2023-09,9,675
12006012,02-04-2023 13:16,D0095,Valsartan,Oncology,44,2023-08,5,220
12006012,02-04-2023 13:16,D0001,Amlodipine,Antiviral,160,2023-06,2,320
12006013,02-04-2023 13:17,D0049,Donepezil,Antiviral,184,2024-01,8,1472
12006013,02-04-2023 13:17,D0085,Pantoprazole,Immunosuppressant,50,2023-06,1,50
12006013,02-04-2023 13:17,D0059,Sertraline,Diabetes,200,2023-12,9,1800
12006013,02-04-2023 13:17,D0067,Clindamycin,Respiratory,189,2023-09,10,1890
12006014,02-04-2023 13:18,D0071,Insulin Glargine,Dermatological,46,2024-02,3,138
12006014,02-04-2023 13:18,D0047,Ezetimibe,Psychotropic,140,2023-06,4,560
12006014,02-04-2023 13:18,D0034,Naproxen,Respiratory,50,2023-11,10,500
12006014,02-04-2023 13:18,D0024,Lubiprostone,Gastrointestinal,27,2023-11,4,108
12006015,02-04-2023 13:19,D0052,Clonazepam,Oncology,181,2023-08,4,724
12006015,02-04-2023 13:19,D0059,Venlafaxine,Dermatological,58,2023-12,3,174
12006016,02-04-2023 13:20,D0060,Rosuvastatin,Psychotropic,86,2023-06,2,172
12006016,02-04-2023 13:20,D0056,Lactulose,Hormonal,184,2023-10,4,736
12006016,02-04-2023 13:20,D0026,Senna,Immunosuppressant,46,2023-07,1,46
12006017,02-04-2023 13:21,D0063,Selegiline,Neurological,82,2023-08,5,410
12006017,02-04-2023 13:21,D0083,Acetaminophen,Neurological,75,2023-08,4,300
12006018,02-04-2023 13:22,D0006,Escitalopram,Diabetes,110,2023-05,1,110
12006018,02-04-2023 13:22,D0098,Tamsulosin,Oncology,122,2023-12,8,976
12006018,02-04-2023 13:22,D0071,Insulin Glargine,Dermatological,46,2023-12,9,414
12006019,02-04-2023 13:23,D0075,Diclofenac,Neurological,148,2023-07,9,1332
12006019,02-04-2023 13:23,D0001,Amlodipine,Antiviral,160,2023-10,4,640
12006020,02-04-2023 13:24,D0065,Trazodone,Psychotropic,45,2023-10,2,90
12006020,02-04-2023 13:24,D0010,Tramadol,Oncology,43,2023-07,2,86
12006020,02-04-2023 13:24,D0021,Atorvastatin,Immunosuppressant,70,2023-10,2,140
12006021,02-04-2023 13:25,D0034,Memantine,Cardiovascular,142,2023-08,3,426
12006021,02-04-2023 13:25,D0004,Levetiracetam,Immunosuppressant,184,2023-09,2,368
12006022,02-04-2023 13:26,D0047,Ezetimibe,Psychotropic,140,2024-01,2,280
12006023,02-04-2023 13:27,D0079,Bisacodyl,Oncology,84,2023-08,9,756
12006023,02-04-2023 13:27,D0100,Sitagliptin,Psychotropic,194,2023-06,5,970
12006023,02-04-2023 13:27,D0028,Dorzolamide,Immunosuppressant,28,2023-05,5,140
12006024,02-04-2023 13:28,D0010,Tramadol,Oncology,43,2023-09,2,86
12006024,02-04-2023 13:28,D0091,Ranitidine,Diabetes,185,2023-06,10,1850
12006025,02-04-2023 13:29,D0073,Doxycycline,Cardiovascular,188,2023-07,10,1880
12006025,02-04-2023 13:29,D0069,Linagliptin,Diabetes,78,2023-10,9,702
12006025,02-04-2023 13:29,D0030,Montelukast,Dermatological,93,2023-10,3,279
12006025,02-04-2023 13:29,D0036,Famotidine,Antihistamine,87,2024-02,2,174
12006025,02-04-2023 13:29,D0024,Lubiprostone,Gastrointestinal,27,2024-03,10,270
12006026,02-04-2023 13:30,D0029,Nebivolol,Immunosuppressant,79,2024-01,2,158
12006026,02-04-2023 13:30,D0008,Levofloxacin,Analgesic,150,2024-03,9,1350
12006026,02-04-2023 13:30,D0021,Clopidogrel,Antiviral,78,2023-07,6,468
12006026,02-04-2023 13:30,D0092,Timolol,Respiratory,169,2023-08,3,507
12006026,02-04-2023 13:30,D0017,Polyethylene Glycol,Diabetes,111,2023-11,5,555
12006027,02-04-2023 13:31,D0091,Metformin,Analgesic,56,2023-08,3,168
12006027,02-04-2023 13:31,D0008,Levofloxacin,Analgesic,150,2023-06,5,750
12006028,02-04-2023 13:32,D0056,Lactulose,Hormonal,184,2023-11,9,1656
12006028,02-04-2023 13:32,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-08,7,1148
12006029,02-04-2023 13:33,D0048,Citalopram,Immunosuppressant,187,2023-07,2,374
12006030,02-04-2023 13:34,D0057,Nizatidine,Cardiovascular,50,2024-03,10,500
12006030,02-04-2023 13:34,D0067,Clindamycin,Respiratory,189,2023-08,9,1701
12006031,02-04-2023 13:35,D0004,Levetiracetam,Immunosuppressant,184,2023-08,3,552
12006031,02-04-2023 13:35,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-05,6,984
12006031,02-04-2023 13:35,D0085,Pantoprazole,Immunosuppressant,50,2023-07,7,350
12006032,02-04-2023 13:36,D0065,Trazodone,Psychotropic,45,2023-10,5,225
12006032,02-04-2023 13:36,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-12,7,1148
12006032,02-04-2023 13:36,D0005,Brimonidine,Hormonal,156,2023-06,4,624
12006032,02-04-2023 13:36,D0060,Lamotrigine,Antihistamine,166,2023-11,3,498
12006033,02-04-2023 13:37,D0076,Enalapril,Antiviral,112,2023-08,7,784
12006033,02-04-2023 13:37,D0010,Tramadol,Oncology,43,2023-07,10,430
12006033,02-04-2023 13:37,D0088,Fluoxetine,Antihistamine,56,2023-10,10,560
12006033,02-04-2023 13:37,D0036,Famotidine,Antihistamine,87,2023-07,9,783
12006034,02-04-2023 13:38,D0010,Pravastatin,Dermatological,62,2024-01,6,372
12006034,02-04-2023 13:38,D0068,Tetracycline,Immunosuppressant,149,2023-10,7,1043
12006034,02-04-2023 13:38,D0091,Metformin,Analgesic,56,2024-01,1,56
12006034,02-04-2023 13:38,D0056,Lactulose,Hormonal,184,2023-08,2,368
12006034,02-04-2023 13:38,D0024,Lubiprostone,Gastrointestinal,27,2023-08,4,108
12006035,02-04-2023 13:39,D0010,Tramadol,Oncology,43,2024-01,8,344
12006036,02-04-2023 13:40,D0041,Lorazepam,Neurological,149,2023-09,7,1043
12006036,02-04-2023 13:40,D0075,Diclofenac,Neurological,148,2024-03,3,444
12006036,02-04-2023 13:40,D0085,Rivastigmine,Hormonal,72,2024-02,7,504
12006036,02-04-2023 13:40,D0095,Tiagabine,Respiratory,96,2024-01,6,576
12006037,02-04-2023 13:41,D0069,Linagliptin,Diabetes,78,2023-07,1,78
12006037,02-04-2023 13:41,D0066,Latanoprost,Psychotropic,177,2023-10,5,885
12006038,02-04-2023 13:42,D0010,Pravastatin,Dermatological,62,2024-02,8,496
12006038,02-04-2023 13:42,D0056,Zolpidem,Antifungal,122,2023-10,2,244
12006038,02-04-2023 13:42,D0032,Esomeprazole,Gastrointestinal,138,2023-06,2,276
12006038,02-04-2023 13:42,D0049,Metoprolol,Diabetes,66,2023-10,8,528
12006038,02-04-2023 13:42,D0030,Montelukast,Dermatological,93,2024-02,1,93
12006039,02-04-2023 13:43,D0004,Levetiracetam,Immunosuppressant,184,2023-10,10,1840
12006040,02-04-2023 13:44,D0067,Clindamycin,Respiratory,189,2023-09,1,189
12006040,02-04-2023 13:44,D0034,Naproxen,Respiratory,50,2023-11,8,400
12006040,02-04-2023 13:44,D0022,Amoxicillin,Cardiovascular,31,2023-10,7,217
12006041,02-04-2023 13:45,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-07,10,1640
12006041,02-04-2023 13:45,D0019,Warfarin,Antibiotic,28,2023-12,3,84
12006041,02-04-2023 13:45,D0051,Olmesartan,Analgesic,170,2023-09,10,1700
12006041,02-04-2023 13:45,D0069,Linagliptin,Diabetes,78,2023-06,7,546
12006041,02-04-2023 13:45,D0029,Alprazolam,Analgesic,141,2023-12,5,705
12006042,02-04-2023 13:46,D0030,Montelukast,Dermatological,93,2023-12,7,651
12006042,02-04-2023 13:46,D0092,Timolol,Respiratory,169,2023-11,4,676
12006043,02-04-2023 13:47,D0048,Citalopram,Immunosuppressant,187,2023-12,1,187
12006043,02-04-2023 13:47,D0028,Dorzolamide,Immunosuppressant,28,2023-09,10,280
12006043,02-04-2023 13:47,D0051,Ciprofloxacin,Psychotropic,106,2023-08,9,954
12006043,02-04-2023 13:47,D0076,Enalapril,Antiviral,112,2023-09,7,784
12006044,02-04-2023 13:48,D0067,Clindamycin,Respiratory,189,2024-01,5,945
12006045,02-04-2023 13:49,D0071,Fenofibrate,Hormonal,115,2023-06,2,230
12006045,02-04-2023 13:49,D0049,Metoprolol,Diabetes,66,2023-05,7,462
12006045,02-04-2023 13:49,D0068,Aripiprazole,Hormonal,183,2024-01,8,1464
12006045,02-04-2023 13:49,D0006,Escitalopram,Diabetes,110,2023-08,6,660
12006046,02-04-2023 13:50,D0012,Ibuprofen,Gastrointestinal,84,2023-08,1,84
12006046,02-04-2023 13:50,D0071,Insulin Glargine,Dermatological,46,2023-08,6,276
12006046,02-04-2023 13:50,D0093,Lisinopril,Antiviral,164,2024-03,4,656
12006047,02-04-2023 13:51,D0021,Atorvastatin,Immunosuppressant,70,2023-09,6,420
12006048,02-04-2023 13:52,D0029,Oxycodone,Cardiovascular,87,2024-03,8,696
12006048,02-04-2023 13:52,D0034,Naproxen,Respiratory,50,2023-05,2,100
12006048,02-04-2023 13:52,D0083,Acetaminophen,Neurological,75,2023-12,10,750
12006048,02-04-2023 13:52,D0008,Levofloxacin,Analgesic,150,2023-07,8,1200
12006048,02-04-2023 13:52,D0095,Valsartan,Oncology,44,2023-05,9,396
